seed,constructive_objective,search_objective,delta,search_feasible
0,-14.755427905427904,-14.509035409035409,0.24639249639249527,True
1,-14.755427905427904,-14.424431124431123,0.33099678099678087,True
2,-14.755427905427904,-14.424431124431123,0.33099678099678087,True
3,-14.755427905427904,-14.424431124431123,0.33099678099678087,True
4,-14.755427905427904,-14.424431124431123,0.33099678099678087,True
5,-14.755427905427904,-14.424431124431123,0.33099678099678087,True
